Coord,APHRO,ERA-I,HIRHAM (EAS),HadRM3P (EAS),RegCM4-1 (WAS),RegCM4-4 (WAS),HadRM3P (WAS),RCA4 (WAS),CCLM (EAS),Var,Season,TScale
13.75_102.75,0.0,5.5813765733402905,5.758437920794933,6.88467586657193,13.009238410497007,9.925764078034067,4.925146823344327,6.094515956865263,234.57256015836518,preci,All,Day
13.75_103.25,0.0,5.248738284597561,5.798645991679519,6.526359897275947,10.876037687573909,9.492034074380317,4.6184096557346725,6.243934163701427,219.6115287429903,preci,All,Day
13.75_103.75,8.429369702178807e-08,5.723757522248871,7.123865702377665,7.207405471854702,11.883409062713854,10.023898330194857,5.236145934697959,6.9952447544942045,223.7686645166003,preci,All,Day
13.75_104.25,1.1920928955078125e-07,6.160817836668413,7.861258628512437,7.351108650147081,12.343386813162754,10.133102257483564,5.740865669377634,7.636772740365174,244.60301484635397,preci,All,Day
13.75_104.75,0.0,6.220545576287346,7.821581085917047,7.135810781511263,11.422124199975508,9.887655497817528,5.726625392819823,6.785431938297308,251.08138334540445,preci,All,Day
13.75_105.25,0.0,6.279007402653694,7.714377265226241,6.686562857957886,11.602637974346584,10.23315789535691,5.6854475819547385,7.452949283745176,262.556072762816,preci,All,Day
13.75_105.75,0.0,6.503627515973078,8.583616658962034,7.222335610641589,12.16488139581494,10.99438056498669,6.185327102340369,7.473452961449204,241.79999056867572,preci,All,Day
13.75_106.25,0.0,6.276506451241148,8.914303935456006,7.584968435920174,11.924905959544988,12.185582492544853,6.042127562052326,7.297750540027534,255.03173940884088,preci,All,Day
13.75_106.75,1.1920928955078125e-07,6.463858238302189,9.128131342875475,7.498808047385811,12.15503740872899,12.29811318473822,6.155144168020273,7.900444569029351,317.26952192151583,preci,All,Day
13.75_107.25,1.6858739404357614e-07,7.089820240414321,9.062128386232311,8.527882943522735,12.546167909163444,12.399148435530764,6.718237054048311,7.594566236751181,371.54921292560505,preci,All,Day
13.75_107.75,1.6858739404357614e-07,7.703142296345586,10.013114576607487,9.098130534001736,13.262543646801905,11.799855298013668,7.688655888090259,9.181385477401065,314.46648356131016,preci,All,Day
14.25_102.25,1.1920928955078125e-07,5.650835271783371,10.860799812040842,8.280801639233632,14.58115274859747,9.854951280257517,5.471693773974084,9.374470480185039,276.83463246885,preci,All,Day
14.25_102.75,0.0,5.771313795116481,8.47895142427565,6.951230869876759,13.224267498196259,9.538910475583776,5.261892764001968,8.411840067557092,236.01186932575197,preci,All,Day
14.25_103.25,1.1920928955078125e-07,5.764744962223251,7.107891690622594,6.649207181960802,11.423798178654284,9.586669337393262,5.096328466491892,7.004729196196166,213.24613087512708,preci,All,Day
14.25_103.75,0.0,6.017361414092868,7.758969471004099,7.151172199105393,11.775115132249924,10.10049675680047,5.489476713630831,7.944320229803142,220.62783586812327,preci,All,Day
