Coord,ERA-I,HIRHAM (EAS),HadRM3P (EAS),RegCM4-1 (WAS),RegCM4-4 (WAS),HadRM3P (WAS),RCA4 (WAS),CCLM (EAS),Var,Season,TScale
13.75_102.75,0.348014395,1.30585e-13,9.12115e-05,0.0069235,0.0697257185,0.00011476499999999999,0.0,1.6870999999999987,preci,All,Day
13.75_103.25,0.5897916405000001,1.3323499999999999e-13,0.0019556499999999997,0.0043762,0.063905,0.00209885,0.0,1.1435600000000001,preci,All,Day
13.75_103.75,0.43525999999999976,1.3546e-13,0.00755925,0.0134875,0.0744975,0.0073808,0.0392955,1.0486805000000001,preci,All,Day
13.75_104.25,0.3380900000000003,1.36015e-13,0.00643025,0.030834,0.041254,0.0120065,0.42034799999999994,1.07437,preci,All,Day
13.75_104.75,0.27494978649999996,1.3506e-13,0.0011606,0.019471000000000002,0.0182135,0.0040460045,0.12221499999999999,1.4008500000000002,preci,All,Day
13.75_105.25,0.12469999999999981,1.3536e-13,4.86645e-06,0.126135,0.012021495,0.000321465,0.4563964,0.7521896155000001,preci,All,Day
13.75_105.75,0.0136935,1.3542e-13,1.0924e-05,0.5931649999999999,0.003485349999999999,0.00024634,0.19729249999999993,0.6038675,preci,All,Day
13.75_106.25,0.00620745,1.3071500000000001e-13,5.8856e-05,0.36071605,0.00042102000000000003,2.7123e-05,0.008139999999999967,0.5310999999999999,preci,All,Day
13.75_106.75,0.0026560999999999998,-0.005836149999999998,4.2535e-06,0.2421402655,0.0,1.1336e-06,0.0,0.46592500000000003,preci,All,Day
13.75_107.25,0.0023792500000000003,-0.06731179999993459,0.00034679000000000003,0.19542999999999994,-0.025771959999999868,0.0,0.0,0.835264555,preci,All,Day
13.75_107.75,0.0696547,-0.04645550000000002,0.000626065,0.043316999999999994,-0.021170350500000004,0.00045444500000000004,0.0,1.860725,preci,All,Day
14.25_102.25,0.9702283,1.4723e-13,8.270550000000001e-05,0.0334545,0.0329835,5.5710999999999996e-05,0.05750915000000034,0.058482,preci,All,Day
14.25_102.75,0.5580145000000001,1.4217e-13,6.34855e-05,0.0246035,0.0504835,0.00023930000000000002,0.0,0.29922228,preci,All,Day
14.25_103.25,0.5337449999999996,1.37155e-13,3.49915e-05,0.008464900000000001,0.0569325,7.059899999999999e-05,0.0,0.46318000000000004,preci,All,Day
14.25_103.75,0.39727999999999997,1.3723e-13,0.000235975,0.0086069,0.036041500000000004,0.0005689849999998687,0.1585285,0.457962,preci,All,Day
14.25_104.25,0.3632699999999999,1.39815e-13,0.001814,0.0140625,0.019177,0.00274205,0.96172,0.3745699999999999,preci,All,Day
14.25_104.75,0.261131,1.35565e-13,9.8994e-08,0.0046968,0.022879999999999998,1.4936e-05,0.15329999999999955,0.15610000000000002,preci,All,Day
14.25_105.25,0.10098499999999999,1.3965999999999998e-13,0.00026554,0.0095286,0.024537,0.00035286,0.90443595,0.35926750000000013,preci,All,Day
14.25_105.75,0.0191085,1.30205e-13,0.0,0.00680455,0.0076299,1.83865e-05,0.0,0.38021499999999997,preci,All,Day
14.25_106.25,0.006470699999999999,-0.00017314299986549502,0.0,0.031757,0.0,1.91725e-06,0.0,0.1339116,preci,All,Day
14.25_106.75,0.021915,-0.00035408649986946503,1.4967000000000001e-05,0.020673999999999998,-0.05127565,9.63685e-05,0.0,0.19200999999999974,preci,All,Day
14.25_107.25,0.037017313499999996,1.2581e-13,0.000379045,0.050142400000000004,-0.05127695,0.000102675,0.0,0.9884020000000001,preci,All,Day
14.25_107.75,0.2854315000000003,1.39035e-13,0.0006478949999999999,0.11318500000000001,-0.0224513,0.0,0.0,2.0124000000000004,preci,All,Day
14.25_108.25,0.49576709500000005,0.15674765000000002,0.0160765,0.4738435,-0.025979050000000004,0.00020436,0.080544,0.14891205,preci,All,Day
14.75_101.75,1.3306099999999996,1.4116e-13,0.0,0.00808525,0.051392999999999994,0.0,0.0,1.2373550000000001e-08,preci,All,Day
14.75_102.25,0.9678103999999998,1.3429e-13,0.0,0.005281350000000001,0.0484375,0.0,0.0,1.5275000000000002e-06,preci,All,Day
14.75_102.75,0.42269,1.3567999999999998e-13,0.0,0.0034034,0.083731,0.0,0.0,1.8752e-09,preci,All,Day
14.75_103.25,0.34738000000000024,1.3626000000000002e-13,2.9399999999999996e-07,0.00255565,0.096597,1.59555e-05,0.0,3.0310000000000003e-06,preci,All,Day
14.75_103.75,0.3575155,1.36845e-13,8.9946e-07,0.0025976000000000003,0.0766025,4.3486500000000005e-05,0.0,2.57245e-05,preci,All,Day
14.75_104.25,0.42179500000000003,1.38555e-13,2.11265e-05,0.0036234500000000003,0.0969515,9.7892e-05,0.010876,0.0001060805,preci,All,Day
14.75_104.75,0.22051999999999994,1.3782e-13,1.0966e-06,0.0025481,0.08833250000000001,2.8213e-05,0.0,0.0032914,preci,All,Day
14.75_105.25,0.06539900000000001,1.3676999999999998e-13,1.34985e-05,0.00361205,0.06325449999999999,5.8953e-05,0.0,0.00189835,preci,All,Day
14.75_105.75,0.00665925,-0.001952954999863275,0.0,0.011348,0.00140485,0.0,0.0,0.072463,preci,All,Day
14.75_106.25,0.021666499999999998,1.2852e-13,5.85505e-11,0.0223545,-0.07719735,1.9103e-05,0.7802632,0.080124,preci,All,Day
14.75_106.75,0.069421,1.33415e-13,0.00014036000000000002,0.0251545,-0.0935521,0.00168555,0.0,0.337545,preci,All,Day
14.75_107.25,0.088180485,-0.013968749999933649,-0.00123786,0.074727,-0.094443,-0.011063399999753358,0.0,1.2692875,preci,All,Day
14.75_107.75,0.523589,0.14646499999999993,0.031442735,0.4648107,-0.06604500000000002,0.022481135,0.07788385000000017,0.28648914000000003,preci,All,Day
14.75_108.25,0.667631355,1.3350399999999998,0.114395,1.3514260000000002,-0.030440500000000023,0.0586054999999997,2.0645655935000002,0.07141549999999997,preci,All,Day
15.25_101.75,0.6179100000000002,1.3399000000000002e-13,0.0,0.0029134,0.091144,0.0,0.0,0.0,preci,All,Day
15.25_102.25,0.3584795,1.3016e-13,0.0,0.000859395,0.083374,0.0,0.0,0.0,preci,All,Day
