Coord,APHRO,ERA-I,HIRHAM (EAS),HadRM3P (EAS),RegCM4-1 (WAS),RegCM4-4 (WAS),HadRM3P (WAS),RCA4 (WAS),CCLM (EAS),Var,Season,TScale
19.25_99.75,1.0,0.8451711887069416,0.645483933723339,0.663589676151807,0.630549891966293,0.5790977693798844,0.7644992539998856,0.7591918151087289,0.5002983476970262,preci,All,Mon
19.75_100.25,1.0,0.8244313085810868,0.6329135431429712,0.6863868143405779,0.6854058948032558,0.6431664449734198,0.813412332043749,0.7893961132004823,0.5458193894010381,preci,All,Mon
19.75_100.75,1.0,0.8190239497811209,0.6891160091249278,0.6865871500102887,0.727928062063291,0.6459294699034327,0.8215723508428785,0.818016177073573,0.5623060288456795,preci,All,Mon
19.75_101.25,1.0,0.8142617540352016,0.6884604530613335,0.6829052182570726,0.7256350327565451,0.6649119371127616,0.8408037946931108,0.8046223177887096,0.5555462470468917,preci,All,Mon
19.75_101.75,0.9999999999999999,0.8104701024107464,0.5261693879421101,0.6569759366428642,0.7122311969817878,0.6700466046910059,0.8366935230336696,0.8025546411969466,0.559573292090821,preci,All,Mon
19.75_102.25,1.0,0.8198790604219383,0.656198431316958,0.7463568550743597,0.7624170919651406,0.7098293806912706,0.8766189056025646,0.8707471625905394,0.6106825721558398,preci,All,Mon
19.75_102.75,1.0,0.838673291691301,0.5840099558993375,0.7188845141192747,0.8118016597881754,0.7315084683933734,0.8582275224357956,0.8831036936101698,0.666166149636128,preci,All,Mon
19.75_103.25,1.0,0.8447928188984529,0.5725849266468283,0.7030313752442163,0.7815279455991428,0.6946736400017477,0.8087028477551986,0.7977369212940101,0.663195615030796,preci,All,Mon
19.75_99.25,1.0,0.8080886465272252,0.6301110529039207,0.6598476469737853,0.6548760626166812,0.64492211048186,0.7703797153410641,0.7206705658142956,0.4640543029469165,preci,All,Mon
19.75_99.75,0.9999999999999999,0.8312409192576414,0.5686266645764523,0.6476976454400556,0.6699155183182025,0.6525427417453039,0.7911553744336248,0.7533761078404523,0.5011390131054214,preci,All,Mon
20.25_100.25,0.9999999999999999,0.8173263954776115,0.5405875981404901,0.7056655816542702,0.6810593179643598,0.6611131785480837,0.8036971608585878,0.7958133060246214,0.5657328764101429,preci,All,Mon
20.25_100.75,1.0,0.8111484467511878,0.7008267025189707,0.6968754802353248,0.7086085638501681,0.6658859071730511,0.8353856702150204,0.810735797645044,0.5610020663088207,preci,All,Mon
20.25_101.25,0.9999999999999999,0.8024117048607128,0.7001285695203268,0.6896177609455071,0.704840790372796,0.6957155694106841,0.8557394144065777,0.843816512097188,0.5478621902742741,preci,All,Mon
20.25_101.75,1.0,0.8055943665448192,0.7047308795234812,0.6865448871967254,0.6749527957878495,0.6828236007172894,0.8686551654622506,0.8393861027990223,0.5551469985644771,preci,All,Mon
20.25_102.25,1.0,0.8048844333666777,0.5493965409478281,0.6498518348238013,0.6924145007396947,0.6630215705235822,0.8650734123267234,0.8164239056366194,0.5846225419100877,preci,All,Mon
20.25_102.75,1.0,0.8282465990158618,0.5511482555137945,0.707954470689771,0.7593241636513066,0.6822709081732949,0.8667328794198461,0.837402470203778,0.6293874199863078,preci,All,Mon
20.25_103.25,0.9999999999999999,0.8544847253246242,0.5602935626560895,0.7256675849691205,0.7662051006178424,0.6868776564774457,0.8709427161205788,0.8937497855933896,0.6412083126580642,preci,All,Mon
20.25_99.25,1.0,0.8220192073058546,0.6593652159405768,0.705241394063813,0.7185220946511727,0.6413207276533853,0.8280069833302668,0.7883254508504414,0.49035985367531504,preci,All,Mon
20.25_99.75,1.0,0.814455792584002,0.5596653146229811,0.6881494385679654,0.6658705181605777,0.6532268180645134,0.818427266582664,0.7491081485256179,0.5374928140066448,preci,All,Mon
20.75_100.25,0.9999999999999999,0.8161068740614074,0.660583464816359,0.7383538688286565,0.6618306253715316,0.6645336532607475,0.8344332622028435,0.7972600252670597,0.6040137070409095,preci,All,Mon
20.75_100.75,1.0,0.8180290946801434,0.7281173681408276,0.7473943631674871,0.6846069441614845,0.6821243683041921,0.861891803103807,0.8145613897874384,0.5661050237777474,preci,All,Mon
20.75_101.25,1.0,0.8044405168998305,0.7888598351111775,0.7320710611377167,0.6874564180434556,0.6865187681636378,0.8687036915447769,0.8434471214088142,0.5288120147938999,preci,All,Mon
20.75_101.75,1.0,0.8103152573986723,0.7495223812788524,0.7045849470779897,0.6965605142192708,0.678469132810154,0.8633417180171693,0.8356587570458501,0.5301568215798999,preci,All,Mon
20.75_102.25,1.0,0.8166690820037475,0.701191303153575,0.7307673704876813,0.7259915523198783,0.6547143085273884,0.8649036988289678,0.8355578902508719,0.5368288904506794,preci,All,Mon
20.75_102.75,1.0,0.8266153719810895,0.6349435937592262,0.6956765473780834,0.7523154650795685,0.6443230430841909,0.8602107417027589,0.8678436880670356,0.5826226550354988,preci,All,Mon
20.75_103.25,0.9999999999999999,0.8450549612790695,0.7179438664259995,0.7446432853638777,0.7744661815153455,0.6547674449683865,0.8870230641613722,0.8929046715746547,0.6222591689945868,preci,All,Mon
20.75_99.75,1.0,0.815023706927456,0.6967949837363094,0.7251795483373896,0.6804781199628664,0.6444737695728835,0.8502161309047116,0.7855962823456459,0.6032401019003588,preci,All,Mon
21.25_100.25,1.0,0.8380164967539264,0.6918079091235818,0.695799904337722,0.6621842086080832,0.6512295719750817,0.8441008155283724,0.7903636766773556,0.5943273007807519,preci,All,Mon
21.25_100.75,1.0,0.8359481591245556,0.7378107760346664,0.7900612334493425,0.6890536605438645,0.6642979756590003,0.8753003008810013,0.8158342884353195,0.5528164787395684,preci,All,Mon
21.25_101.25,1.0,0.8163737044472089,0.7787501956525771,0.777948256893706,0.7018839525444628,0.6595474311314433,0.8699684618668468,0.8304046245122382,0.5036186011408997,preci,All,Mon
21.25_101.75,1.0,0.8051183918547661,0.7980892974306326,0.7693391230581943,0.7332907976921231,0.653369074645807,0.8591778466881493,0.8412530053773077,0.47921948193779956,preci,All,Mon
21.25_102.25,1.0,0.8057472158875163,0.750586792403829,0.7542682561126686,0.7638039616898425,0.6494862284101085,0.8719600490941859,0.8158315690127251,0.5276278699912055,preci,All,Mon
21.25_102.75,1.0,0.8237921184021799,0.7155373771820935,0.7220737868780667,0.7927940636962659,0.679933212522347,0.8613677539119163,0.8883041890131096,0.5951522125703516,preci,All,Mon
21.25_99.75,0.9999999999999999,0.8377373442607011,0.7408199602859944,0.745193165278346,0.6645989099227066,0.6328900347393082,0.8504901859096187,0.7637945449705443,0.6209509395786754,preci,All,Mon
21.75_100.25,0.9999999999999999,0.8892205377283177,0.7996778552852764,0.7881352534013849,0.658312519618317,0.645392913249808,0.8695333008048358,0.8222997853328606,0.5758254429475774,preci,All,Mon
21.75_100.75,1.0,0.8870122717694238,0.713994436538525,0.7985502164138274,0.6197448778574924,0.636737978301344,0.8712494533654063,0.7672879454044522,0.5560270761122079,preci,All,Mon
21.75_101.25,0.9999999999999999,0.8784969960636881,0.694222299140869,0.7814750926794408,0.6545771972126774,0.6274756233627833,0.8563642432731006,0.820059164075973,0.53689353919445,preci,All,Mon
21.75_101.75,1.0,0.8536698030233679,0.7916382154499181,0.7899698096018672,0.7011794611997284,0.6222448135674156,0.8600313670455734,0.8342345594927771,0.5185474388006377,preci,All,Mon
21.75_102.25,1.0,0.84228515107025,0.7368931636665403,0.7675128362550037,0.7652340488905729,0.6405618926740503,0.856251762705452,0.838446071117814,0.5673323259513692,preci,All,Mon
21.75_99.25,1.0,0.8895205688568405,0.7971437216225341,0.8364308254289153,0.6972480356918729,0.6196241762108397,0.8881420746406785,0.8359505420374881,0.6944666985446116,preci,All,Mon
21.75_99.75,1.0,0.8860304593783853,0.7300408613551113,0.8095436002956993,0.7034452702306633,0.6332219190110524,0.8752992882578582,0.8055904589801909,0.6417377234802746,preci,All,Mon
22.25_100.25,1.0,0.9092713384068724,0.7843443649860036,0.8132848305654619,0.656823563008185,0.6058664867653908,0.8797417180470036,0.8180023238642612,0.5855489621313845,preci,All,Mon
22.25_100.75,1.0,0.9046089053097565,0.684285647228096,0.7806457513280587,0.5933069839354581,0.5885743147811544,0.8817682139301741,0.7734345579695687,0.5789215526324742,preci,All,Mon
22.25_101.25,0.9999999999999999,0.8991912745058225,0.7451135540629331,0.7998931886029923,0.629514073689232,0.587261799966296,0.8755959888602995,0.8416516564737666,0.5831802263940865,preci,All,Mon
22.25_101.75,0.9999999999999999,0.8799146360266372,0.766542119387171,0.8166389957904241,0.7001730941003963,0.6112807096774017,0.8842969321815023,0.844448490272178,0.6179946339556862,preci,All,Mon
22.25_102.25,0.9999999999999998,0.8678899722864207,0.72588363405593,0.8101529927397877,0.7539902483984873,0.641204322469464,0.8822147299087841,0.8572981686088555,0.6481267606736182,preci,All,Mon
22.25_99.75,0.9999999999999999,0.905962592368412,0.7740477527851146,0.8279600994199429,0.6745911103767311,0.6134720343414337,0.8792506784646726,0.8478308675914341,0.6021496160956521,preci,All,Mon
22.75_100.25,0.9999999999999999,0.9174612508626322,0.7566579134297221,0.8155235654531457,0.6467879331348954,0.5621790540096248,0.8764549372069709,0.7720077539906749,0.6270107594763893,preci,All,Mon
22.75_100.75,1.0,0.9164705099536118,0.7283808744159186,0.8061391748757156,0.654386574719108,0.5450287566405999,0.8779029676749429,0.8399350931521795,0.6119671531089784,preci,All,Mon
22.75_101.25,1.0,0.9184366461703779,0.7897274842604057,0.8159396058423887,0.691640221956391,0.5470990679069722,0.8972727090524598,0.8475267206720711,0.6382173342727053,preci,All,Mon
22.75_99.75,1.0,0.9133869904025298,0.801125846525303,0.825270536147617,0.677623126746504,0.573809352176834,0.8860142338644628,0.815651968342295,0.6231785772039673,preci,All,Mon
23.25_100.25,1.0,0.913857994276275,0.6966549297810487,0.8079055365702493,0.6586205299396697,0.5632169242584876,0.8792065906525863,0.7798674630586777,0.6394359927630262,preci,All,Mon
23.25_100.75,1.0,0.916088719247203,0.7344507268533477,0.8154504966399978,0.6637480428949821,0.5640687252693338,0.8827884033140185,0.8301696772625797,0.6261496839979527,preci,All,Mon
23.25_99.25,1.0,0.9130661108957844,0.7455751026969606,0.8384949681117065,0.7166020831368443,0.5631101711120534,0.8927129156957161,0.8345514684752519,0.6368692924556917,preci,All,Mon
23.25_99.75,0.9999999999999999,0.9149975432501567,0.7727730477390676,0.8257443989414999,0.7065256555069547,0.5546021675594771,0.8919872964391743,0.832286145189973,0.6437827213624577,preci,All,Mon
23.75_100.25,0.9999999999999999,0.8917791982211571,0.6983435144056553,0.7934502250449358,0.5944279693893872,0.5473163752605131,0.875184451439255,0.7820610493025544,0.6611924362079682,preci,All,Mon
23.75_100.75,1.0,0.9043045853422854,0.6866064324744838,0.8051094617545365,0.5934970104442628,0.5456715590182216,0.86535388452103,0.8157228761019509,0.6469787274750783,preci,All,Mon
24.25_100.25,0.9999999999999998,0.8710310126781522,0.6611260872477775,0.7515633977598217,0.4974097335341355,0.5031309745916448,0.8360108647111922,0.7855236959450443,0.7134359423511595,preci,All,Mon
24.25_100.75,1.0,0.8780790457010578,0.6360011852166971,0.745287183617988,0.5067659085393774,0.5014464836077538,0.8226588866941565,0.7846393555061655,0.700352239503221,preci,All,Mon
24.25_99.75,1.0,0.8951483688863416,0.6689832157467396,0.7291258422120964,0.5182790028192412,0.5003974737201194,0.8558666100910528,0.7953221328441932,0.6750606927938215,preci,All,Mon
24.75_100.25,1.0,0.8986184909362406,0.6284892648882835,0.7555262783985123,0.5091034145305523,0.5028213749680893,0.8362159270053519,0.7737131781491687,0.6739477997538743,preci,All,Mon
24.75_99.75,1.0,0.8992106134502927,0.6049832076582575,0.7527390307132548,0.49705936531256933,0.519115229829239,0.8224012989242936,0.7545597368274329,0.5965847104471932,preci,All,Mon
25.25_99.75,1.0,0.8840015169149934,0.5852402124091675,0.7211552252959675,0.5010768591482738,0.4956049922034376,0.8012572231227731,0.7219390075097801,0.5743731684668986,preci,All,Mon
25.75_100.25,1.0,0.8786469910679661,0.5846756830404669,0.7783240550886245,0.5074654642186538,0.4319343230791899,0.8234581223224176,0.784187278866912,0.6463037691626187,preci,All,Mon
25.75_99.25,1.0,0.843545338362939,0.7005643498993456,0.7165013725946859,0.47376264410095675,0.5272532993480458,0.7314814338241618,0.6694216073627713,0.6229156813229283,preci,All,Mon
25.75_99.75,1.0,0.8775437123107369,0.6259984002730222,0.7668656168608912,0.5217608668923243,0.48343082809834564,0.7948269886184766,0.7351561328849634,0.6127700749739475,preci,All,Mon
26.25_99.25,1.0,0.801172971201247,0.7006276840815505,0.6851473988516568,0.42798005866357386,0.5145416870775221,0.7378698416740663,0.6817256629702135,0.6624564569712466,preci,All,Mon
26.25_99.75,0.9999999999999998,0.850870532422406,0.5909682629771973,0.77134946093616,0.5430556461671351,0.4951757198498774,0.8133023506904025,0.7493440437298915,0.666845924271276,preci,All,Mon
26.75_99.25,1.0,0.7668786906807511,0.5583817054385829,0.6647906096850525,0.3133256332427768,0.4582748648171721,0.6966042744805603,0.6795112005822087,0.6568343209460108,preci,All,Mon
27.25_99.25,1.0,0.7345256704216026,0.4959361149286573,0.5511552872278318,0.3534187922489075,0.4202570965243264,0.5958623244506072,0.6541473458627619,0.6100555198546496,preci,All,Mon
27.75_98.75,1.0,0.8201217425839951,0.5124380626856115,0.5886757493311673,0.4369378972767996,0.505435877659917,0.5114987018952766,0.6543979644712244,0.6350497026473385,preci,All,Mon
28.25_98.75,1.0,0.8697456522320853,0.5569425575418511,0.6307696138210727,0.5541863955989997,0.46722534735895044,0.5513221739699192,0.7774576522236886,0.5430043867346237,preci,All,Mon
28.75_98.75,1.0,0.9110941282987306,0.5210728341687051,0.7300695789782229,0.6270581446337683,0.3734568915225209,0.7215705499815198,0.8132822568009436,0.5583060310544489,preci,All,Mon
29.25_98.25,0.9999999999999999,0.9376952989849242,0.41183854977086937,0.7556413158835774,0.6073309455834418,0.2614073931613117,0.8098592307331872,0.8258566844476501,0.6382460264043464,preci,All,Mon
29.75_98.25,0.9999999999999999,0.9390573244774723,0.4463053882391835,0.7767718747978742,0.5501802805240906,0.2192031201578473,0.8095852456544363,0.8564515116902166,0.620246629741569,preci,All,Mon
30.25_97.75,1.0,0.9372230226376104,0.6727811777023459,0.8369408238596039,0.5153708580899585,0.3208392362902597,0.8982759230044559,0.8873999842080087,0.7065339686390869,preci,All,Mon
30.25_98.25,1.0,0.9379882923691125,0.6054265208024113,0.8541927007982009,0.562181057411719,0.2637423044332088,0.8839207238802365,0.886343265306856,0.680763271796198,preci,All,Mon
30.75_97.25,1.0,0.9248058185317924,0.7881628251820021,0.8785006196398467,0.414018541399539,0.4103289340719178,0.9130535357533054,0.8881113961456553,0.794320304124034,preci,All,Mon
30.75_97.75,1.0,0.9302189551978848,0.7610096096282968,0.8718728128313854,0.4315108203994315,0.39300999215707405,0.8930050773391992,0.8904621242500548,0.7719480372766598,preci,All,Mon
31.25_96.25,1.0,0.9057042297934016,0.852415498088795,0.8634638078458052,0.7224180710334821,0.6073931608399731,0.8694520557679507,0.8849763593869113,0.7914309346379741,preci,All,Mon
31.25_96.75,1.0,0.9069992432423645,0.8298971441401393,0.8730067480539088,0.6747414517439582,0.5406664643278815,0.8843614362760795,0.8867464565004386,0.7675981470195952,preci,All,Mon
31.25_97.25,1.0,0.9196962348906115,0.8402299504258327,0.87848636244245,0.5412804386122426,0.4801434198426654,0.9005988418993306,0.8910576073485451,0.7895763630672492,preci,All,Mon
31.75_95.75,1.0,0.914106145175947,0.866762796362649,0.8301486631665572,0.789133650597022,0.7066263448081158,0.8307717587513482,0.894655894954181,0.8456477047113737,preci,All,Mon
31.75_96.25,1.0,0.9095176036176724,0.8571821725663484,0.8702759825979745,0.7918863637334601,0.6877204585799331,0.8660263877481901,0.8970018801961535,0.8265198884658221,preci,All,Mon
31.75_96.75,0.9999999999999999,0.8959434978671211,0.8416293522274348,0.8729135212790232,0.7613532203881536,0.6355697181874799,0.8899797167678121,0.8926164036681344,0.786500292838179,preci,All,Mon
31.75_97.25,1.0,0.8986420477240653,0.8341216515020846,0.863855071912604,0.6853676734979289,0.5669190941018232,0.8949018304840243,0.9050735101627929,0.7786854431985443,preci,All,Mon
31.75_97.75,1.0,0.895384965519296,0.8330945483057538,0.8764087009095142,0.5732813200040172,0.5400536639784569,0.9025021074542198,0.9058174858500176,0.8001222850194613,preci,All,Mon
32.25_94.75,0.9999999999999999,0.9536234009904085,0.8501768746901165,0.8635119151998613,0.8334323804829712,0.7930404632890672,0.9009941631402562,0.8626290374040287,0.8356684676245647,preci,All,Mon
32.25_95.25,1.0,0.9526765965613545,0.8672141986855038,0.8740552675443455,0.8277893253966547,0.7825110542559212,0.8263838624125733,0.8690320057067699,0.8565086434711051,preci,All,Mon
32.25_95.75,1.0,0.9422797949236799,0.8571330815360241,0.8585460491370205,0.8299354130886077,0.7519783505894774,0.8677980573402911,0.8743643372613014,0.8563237830153925,preci,All,Mon
32.25_96.25,1.0,0.9320331858334848,0.8364545915837098,0.864994738500663,0.8287596513319206,0.7379000159519057,0.8670899545378102,0.8770912436048494,0.8251816124437945,preci,All,Mon
32.25_96.75,1.0,0.9101766654676235,0.8531387000232769,0.8468792099118241,0.8104839346082787,0.7002085258027491,0.8766267601697766,0.8931423964345195,0.7910112353260701,preci,All,Mon
32.25_97.25,1.0,0.9071643828505125,0.8643704303446529,0.868079969395537,0.7476236178151842,0.6385024988837492,0.8807116066021285,0.9143232624034153,0.7917179692311305,preci,All,Mon
32.25_97.75,0.9999999999999999,0.91042576339531,0.8423444529216803,0.8649357068508167,0.6388078500900899,0.5891289265088538,0.8796399805370195,0.9132648559880406,0.8046191468236725,preci,All,Mon
32.75_94.75,1.0,0.960098977353018,0.8548878884707787,0.8457283836091951,0.8691498017101722,0.7862931849862848,0.8831312442913051,0.8534289196359331,0.856239699787276,preci,All,Mon
32.75_95.25,0.9999999999999999,0.9573276785515451,0.837413914155279,0.8820191051509131,0.8731343699524226,0.782530519153254,0.8950332285767864,0.8391512235740807,0.8526785109214264,preci,All,Mon
32.75_95.75,0.9999999999999999,0.9472727021802042,0.8552720104226882,0.8942264317198985,0.8648883047440868,0.788592647114974,0.9027655619334062,0.8594417690997618,0.8471173063923063,preci,All,Mon
32.75_96.25,1.0,0.9388637674410434,0.8645491465151719,0.882300230272112,0.8591212298248182,0.7733816557374609,0.8858824429052841,0.8756472923579639,0.8347036667055291,preci,All,Mon
32.75_96.75,1.0,0.9139988981294618,0.8728077773201862,0.8742617996640283,0.8483881583933471,0.7589849287752797,0.8955531397420408,0.8928690043084571,0.8251398619685218,preci,All,Mon
33.25_94.25,1.0,0.9431068475173532,0.8435319160202438,0.8710398771967026,0.8866328625218214,0.7728165801025828,0.895363249099817,0.8391386250036021,0.879858623330492,preci,All,Mon
33.25_94.75,1.0,0.9475498107470893,0.8265451819775361,0.861286145636886,0.8890483652674366,0.7796457647810917,0.8994568178164272,0.8282753081498742,0.8815918076982014,preci,All,Mon
33.25_95.25,1.0,0.9478411571039862,0.8589042774652428,0.884957210271924,0.869890182437478,0.7938524603236681,0.8651137416969326,0.8371650791268779,0.8782132045513639,preci,All,Mon
33.25_95.75,0.9999999999999998,0.9414254397978472,0.8781944381691359,0.8845640006462561,0.8573190251598831,0.7914213368008088,0.9104978154384322,0.8574540639541954,0.8726556479460399,preci,All,Mon
9.25_105.25,0.9999999999999998,0.9157058354486357,0.6819376185529253,0.8424709095668668,0.46250556191108877,0.7446186384001053,0.8343702493193276,0.7796034599598678,0.44043460825940917,preci,All,Mon
9.25_105.75,1.0,0.8997098476241754,0.70140576651249,0.8364588250490487,0.6231382761232692,0.7663446659715561,0.848883408348031,0.7731584776253447,0.4610336110615408,preci,All,Mon
9.75_105.25,1.0,0.9026847801789403,0.6748684354975995,0.7873750191161781,0.5377810354233472,0.723801523756498,0.829842368761593,0.700847275419574,0.49106480244342604,preci,All,Mon
9.75_105.75,1.0,0.8938802923609719,0.6823594787249149,0.8176437085503429,0.5265638698071874,0.7440193892316799,0.8487603005502165,0.7776572865014726,0.48153480364622814,preci,All,Mon
9.75_106.25,1.0,0.9014552951362499,0.6546421599580223,0.8262089212814807,0.5194054226719003,0.753583379941915,0.8653249454388454,0.8103969692603121,0.480960430052137,preci,All,Mon
10.25_104.75,0.9999999999999999,0.35511405238785576,-0.353421498817982,-0.11640463860790833,-0.16871428537626854,0.061584951212254456,-0.010524255150638758,0.11399046595793874,0.256291213133027,preci,All,Yr
10.25_105.25,1.0,0.3152541278136665,-0.1616155378456778,-0.004260567838090838,-0.30958894477395016,0.12182003010475062,0.07501409432508209,0.1789772370388687,0.316149947932023,preci,All,Yr
10.25_105.75,1.0,0.18885520888853974,-0.014775272499321927,0.05499546145439435,-0.1398920217254383,0.34590829997806305,0.2908618444944913,0.27888796891914946,0.481105738277073,preci,All,Yr
10.25_106.25,1.0,-0.07250720637951044,0.028552328955275163,0.004596891498919619,0.029606036407373675,0.47122142456309346,0.29516313845755254,0.3792790141554611,0.4652989480574545,preci,All,Yr
10.25_106.75,1.0,-0.08367630483996208,0.019431987142492432,0.12929317646471414,-0.0158937749600174,0.3086240456533711,0.2829313178396212,0.466383003631751,0.37116198293678493,preci,All,Yr
10.75_104.75,0.9999999999999999,0.2862755513327959,-0.13169532871384898,0.05818644813007063,-0.16737422783809885,0.05943707770916196,0.005779252471018493,0.13681285082551534,0.188025047224817,preci,All,Yr
10.75_105.25,1.0,0.2732434266172574,-0.060295138487511495,0.08844773711840001,-0.16319398978161748,0.13956736478452808,0.07553373587385215,0.10106940474085803,0.1813687008393339,preci,All,Yr
10.75_105.75,1.0,0.12887589782882378,-0.10525278485034213,0.029846266072624934,-0.10022145646683385,0.318793915936457,0.07733786143736418,0.19331826049959172,0.35321411726614993,preci,All,Yr
11.25_104.25,1.0,0.3761341057399402,0.020330118100513956,0.108401588168549,-0.03732904163355383,0.2843425419209048,-0.14123696377683334,0.10531109031496387,0.29523028411542646,preci,All,Yr
11.25_104.75,1.0,0.32399101399625324,-0.03785817169129704,0.1367006365960603,-0.15455794510900786,0.17311911075055994,-0.08948884037685453,0.11679874053071196,0.10560124659188899,preci,All,Yr
11.25_105.25,0.9999999999999999,0.26064355378600945,-0.15286433425519844,0.03353630185658103,-0.10910312531360641,0.0495272073591163,-0.04234248189367481,-0.06374657447240123,-0.07472776150774679,preci,All,Yr
11.75_104.25,1.0,0.32620076539326986,0.11156111041604763,0.14101134614576502,0.012951645475142794,-0.0025370850729977412,-0.19471650397129614,0.026174442275187317,0.19379203532380662,preci,All,Yr
11.75_104.75,1.0,0.31983232569636993,-0.06634967859929071,0.1751548470531603,-0.13760586726646967,-0.29688888428893095,-0.20748125951326765,0.13383464343656726,0.04796034953508966,preci,All,Yr
11.75_105.25,1.0,0.2321601728841591,-0.27270247449481966,-0.009859385178175976,-0.28969657429163026,-0.2750356717074088,-0.24560712565434054,-0.1202972854009447,0.04958239989274489,preci,All,Yr
12.25_103.25,0.9999999999999999,0.3058032753600696,0.04011798316557174,0.07165272490852231,-0.2384334280903874,-0.10700345845254086,-0.2510027703630984,0.03896882543792091,0.28949625565083925,preci,All,Yr
12.25_103.75,1.0,0.40430982985312347,0.2230057909784139,0.10953223871317211,-0.16749647388410893,-0.0585631377703957,-0.09465158610088589,0.10834527316065537,0.2634087718851811,preci,All,Yr
12.25_104.25,0.9999999999999999,0.3274920789940876,0.10579118172692191,0.20995852151292477,0.021157070813017497,-0.31583026945987197,-0.039130952736816736,0.16056777285978963,0.26417370478215635,preci,All,Yr
12.25_104.75,0.9999999999999999,0.3081495982097132,-0.24462265012846227,0.1756010618068404,-0.025700492405146307,-0.7005119300133631,-0.14873980943225648,0.1837578300659137,0.1819678892743209,preci,All,Yr
12.25_105.25,1.0,0.18160322976990526,-0.4005530830981863,0.011496574113404419,-0.2118970453268097,-0.6275999000985272,-0.18776665575458007,-0.0507554341183494,0.20869828302688634,preci,All,Yr
12.25_105.75,0.9999999999999999,0.11864704362446463,-0.40154884357883963,0.07801257717801795,-0.19469585611408768,-0.560815293650439,-0.21020160938652285,-0.20485904350826223,0.24421929340505494,preci,All,Yr
12.25_106.25,1.0,0.1371367986324836,-0.4533979657303487,0.07833093871962371,-0.40122422394370666,-0.508877854793425,-0.28296606232712823,-0.32988041460429707,0.3655087241503116,preci,All,Yr
12.25_106.75,1.0,0.15839145482650696,-0.3861504014242515,0.08424750534223299,-0.40215124711412154,-0.4102912303605708,-0.23734204410596474,-0.1988699526825064,0.38848192073917287,preci,All,Yr
12.25_107.25,1.0,0.15442741666390328,0.20778672523083608,0.042347835609854854,0.05753272276581795,-0.030317745883769828,0.042182305991792554,0.16634746302233894,0.1693226854790831,preci,All,Yr
12.25_107.75,1.0,0.13600748971852308,0.5413112672233773,0.0017310822242421278,0.4011941672896906,0.10046058308898673,0.3452437060373995,0.34876634878427704,-0.06229971047488156,preci,All,Yr
12.25_108.25,0.9999999999999998,0.1610999111059843,0.43320111127554517,0.08071871100199911,0.4077637167155519,0.1739525445369857,0.056363061224539567,0.36008144066548864,0.20061592358316907,preci,All,Yr
12.75_102.75,1.0,0.13339714022194463,-0.15288306265249177,0.2528019231793954,-0.1834854358763914,-0.05845724917634261,-0.11348852982155477,0.09130797750526788,0.37978774107840213,preci,All,Yr
12.75_103.25,0.9999999999999998,0.31220233427045785,-0.17123710756104477,0.21645693395670967,-0.18149502095540157,0.026723506336402903,-0.260043158410274,0.16674858115002028,0.35822466293796273,preci,All,Yr
12.75_103.75,1.0,0.43310512147497254,-0.2339119738031782,0.20296489209080087,-0.12013644944937224,0.036605212321724846,-0.0709567873245077,0.2278037207232641,0.3281361552681393,preci,All,Yr
12.75_104.25,0.9999999999999998,0.3041504693848159,-0.14235321459575645,0.24313920818734214,-0.0167535462897787,-0.3624093826490694,-0.002062578139551336,0.2223477119121737,0.3738761085855368,preci,All,Yr
12.75_104.75,0.9999999999999998,0.18873365060511788,-0.23183852919232167,0.23095888350511204,0.023953097711690366,-0.208551705486712,-0.15710862634506947,0.05848291670035336,0.26703095348682154,preci,All,Yr
12.75_105.25,1.0,0.21868297457789113,-0.49043789491575457,0.07866273627750534,0.007845247407893004,-0.13543235036522644,-0.07212915031979221,-0.0005298721629877859,0.21362205773086085,preci,All,Yr
12.75_105.75,1.0,0.13196299296357067,-0.46061226598457317,0.052966608693888494,-0.07444774171779274,-0.4327026537204416,-0.07235399469004483,-0.2156097017855767,0.2254938685051604,preci,All,Yr
12.75_106.25,1.0,0.0770217603474945,-0.518424071200104,0.1255529552574808,-0.2716100342658835,-0.4710388767366994,-0.03221160765639911,-0.2365050100716835,0.3373952980291837,preci,All,Yr
12.75_106.75,1.0,0.14805501173722244,-0.41130924825555515,0.02206098452076361,-0.1869642973576542,-0.32722767403202124,-0.06635259083016504,-0.22643641145505056,0.4403950218701576,preci,All,Yr
12.75_107.25,1.0,0.18722332775788028,0.13789928057467332,-0.04986166912571068,0.11957019698931404,0.10750465973704462,0.09619236531931095,0.012497964268742981,0.2673803108061534,preci,All,Yr
12.75_107.75,1.0,0.10000858324960049,0.2707558798177338,-0.047898428660428975,0.43083695971111496,0.15955030765254385,0.3414794761264593,0.17736824436420617,0.00249900456943617,preci,All,Yr
12.75_108.25,0.9999999999999998,0.15545883439599378,0.35300313550435264,0.08153469755304522,0.4836671140022705,0.11956057331248565,0.24221518707578196,0.3205927508359392,0.1851934234424395,preci,All,Yr
13.25_102.75,0.9999999999999998,0.10589869878555336,-0.2206717409613368,0.27565209178368344,-0.16405566211987718,-0.01617502092596584,-0.19544807905170633,0.17954949792172345,0.11801744858438605,preci,All,Yr
13.25_103.25,0.9999999999999998,0.18726158967510323,-0.4447478018405811,0.2463542848995396,-0.07162190263127398,0.06726310061852683,-0.12374082939746432,0.10371036712949115,0.3815071036185937,preci,All,Yr
