Coord,Var,Season,TScale,ERA-I,HIRHAM (EAS),HadRM3P (EAS),RegCM4-1 (WAS),RegCM4-4 (WAS),HadRM3P (WAS),RCA4 (WAS),CCLM (EAS)
13.75_102.75,preci,All,Yr,1.6673317496180884,0.6244602638055424,0.6645665823137855,4.451107397597455,1.3586458620696806,0.5363042952593083,0.6741142674813888,85.86837487789886
13.75_103.25,preci,All,Yr,2.053409840750268,0.0133104263937396,1.3150973822096392,3.894947530634168,1.4747277375234005,1.1899645747176162,1.6051085483245136,86.90128868546951
13.75_103.75,preci,All,Yr,1.891219314814644,0.3394637988979136,1.5812228264567167,4.945468458303736,1.3905438132878432,1.3982436433827676,2.6164026068747352,97.65116980456229
13.75_104.25,preci,All,Yr,1.904304615022897,0.2371021558825069,1.6420677712382363,5.24451428282144,1.056675392613731,1.5454798184469614,3.263713812229577,109.95315507212273
13.75_104.75,preci,All,Yr,1.886876461064511,0.2054240014758917,1.4459528577960097,4.300057601729709,0.9446141331291824,1.2800967754403234,1.8721943802153092,113.94825841151696
13.75_105.25,preci,All,Yr,1.7070281927470898,0.3521761491536595,0.8213796621842053,4.626232574512397,0.9450164613911072,0.8920037526287159,2.927060915257082,113.44230916057175
13.75_105.75,preci,All,Yr,1.3799869475488429,0.2390858525365248,1.1655040833073076,5.301666385752032,0.9197291842751448,1.2179327930695285,2.2878065431632373,118.3740408680723
13.75_106.25,preci,All,Yr,1.1516467793547054,0.2458201402245131,1.7221012969920313,4.761366501592259,0.8558185023904102,1.10013535063816,2.060996348895128,140.79907408761045
13.75_106.75,preci,All,Yr,0.5254894035363882,0.7338206488057835,0.637061032644102,3.947268558343737,0.1290327248395354,0.7579648167190194,2.14165483844742,182.4237778588997
13.75_107.25,preci,All,Yr,0.0059027812003763,1.610566976174762,0.6452916601573525,3.5612378685103625,0.7211685794404827,0.1500760798009036,0.5610447850520082,213.4768273738085
13.75_107.75,preci,All,Yr,0.4810998524296786,1.6433203611185607,0.3314956762853719,2.4307724798101167,1.3197402989370857,0.1380372295960761,0.4665715718150049,161.11498073587043
14.25_102.25,preci,All,Yr,2.264582324199415,4.106283330228471,1.6734022250813887,6.70947071194125,1.1574017707586586,1.0150030818482356,3.8490569667203727,92.59799310781592
14.25_102.75,preci,All,Yr,1.9120738461249376,2.066819168293124,0.8843438999680131,5.832111707545062,1.1163190165162282,0.9858269335422368,2.7282013198964687,85.65038543484637
14.25_103.25,preci,All,Yr,1.8033076702823532,0.5379293943706591,0.8462232718914919,4.34168919100985,1.0124348881065524,0.7394608325260054,1.9829957561983853,90.3245635327038
14.25_103.75,preci,All,Yr,1.651529732643142,0.6307016463728216,1.1317654048513128,4.461087100747742,0.8681971935857313,1.0810750667379916,3.3565946098233623,99.523489340025
14.25_104.25,preci,All,Yr,1.7429977328064512,1.327988904802464,1.7108527478970144,5.065208747286583,0.8156707257722149,1.6378922375967775,5.305945262453816,104.91498548055372
14.25_104.75,preci,All,Yr,1.4160513879953924,0.1764682928312018,0.5348154138802705,3.3579736823834105,0.4275116414515366,0.3634274024327129,2.565197036112909,106.06442074819168
14.25_105.25,preci,All,Yr,1.1343916042883808,1.121390061222881,1.5629034734826532,3.6156170034578015,0.1401037851431928,1.0416556268588313,5.436292101319606,114.76362544285917
14.25_105.75,preci,All,Yr,0.9757908499112956,1.4127555521272592,0.4790209453676601,2.2467138625470096,0.0754916299922315,0.5913810275057542,0.261134555793189,144.3425757955744
14.25_106.25,preci,All,Yr,0.7111651931692283,0.8227418283459821,0.5375397910856952,2.574671028991072,0.1660190411659367,0.8530548532981963,1.2090622464262308,190.17593856502955
14.25_106.75,preci,All,Yr,0.0732624286288329,0.5814267883082882,1.014465036710671,2.421805027213644,0.7926525251345944,1.0927186954480084,2.368993570601768,237.85264247888784
14.25_107.25,preci,All,Yr,0.4119637316653959,0.9699222782230456,0.6606936020841762,1.954598529553701,1.342830862644638,0.7200795873846666,1.1221140730877273,232.8303546613947
14.25_107.75,preci,All,Yr,0.1684390151174904,0.3240272593172875,0.985895670975428,2.134839543434744,1.14665837954247,1.1507982333293445,0.2429029906645909,141.3923019289817
14.25_108.25,preci,All,Yr,0.6772231841176952,3.78538112792537,0.6346981506668191,4.18903603100782,0.110400402612437,0.6292651941664265,2.24694869079733,89.395443832498
14.75_101.75,preci,All,Yr,2.629949219791288,2.06424720688222,0.6785220177210999,4.202999019829497,1.4625657075194736,0.8452976106737239,2.542424599016675,97.53196209513509
14.75_102.25,preci,All,Yr,2.221966858712388,0.3052487091257567,0.318368074348977,3.283947190750268,1.0905537943594572,0.0164390285850481,0.2865867064583077,77.24635202224992
14.75_102.75,preci,All,Yr,1.6078531431953298,0.1784626125632095,0.1595591470250344,2.6768239674771803,0.6905825670159125,0.2523471345785191,0.9766259747521738,70.51973796477624
14.75_103.25,preci,All,Yr,1.3985283802789068,0.041734945303466,0.4426806209556837,2.2746301948767083,0.5153739516001742,0.5416372293489926,1.6681735354733869,74.93050120045493
14.75_103.75,preci,All,Yr,1.3397998724347715,0.0067837474635192,0.446493848648473,1.9869562483106136,0.4361181998701188,0.5018482840448036,1.9784960683794668,81.97015644501813
14.75_104.25,preci,All,Yr,1.4833767000787763,0.2447569283737333,0.5290832362846021,1.9461328426963256,0.3634475086133947,0.5679100512844166,2.0578117450280704,88.68496640240576
14.75_104.75,preci,All,Yr,1.152058608772395,0.2350823424598787,0.4104384230739824,1.2266344248582333,0.0264479573194616,0.5303829725640222,1.5832369403895552,97.90628762201214
14.75_105.25,preci,All,Yr,0.6841556494445116,0.3340643322540446,0.8062693932491098,0.8230098844748949,0.4817462985960763,0.9361194520349276,1.3600629919048932,122.83197177815345
14.75_105.75,preci,All,Yr,0.0893469959084191,2.0671694319890483,0.5455575322467641,0.936830189157844,1.3497948691997128,0.1006503631173368,0.5446816329647814,174.4587963526766
14.75_106.25,preci,All,Yr,0.1598995602387002,0.3564935073856534,0.0700466160317558,1.666868960216526,1.47986704904585,0.0993219123867533,6.274454147840263,217.63745675016756
14.75_106.75,preci,All,Yr,0.334250346453079,0.1399547285336673,0.6052234435454629,0.7442964396862811,1.605705250969489,0.8403761227009973,0.6434770546914611,210.8744919763431
14.75_107.25,preci,All,Yr,0.5445883437521836,1.2947623481458097,1.5827617212857763,0.991327601371144,1.5469272040273252,2.0039401941430346,1.5709789709743962,152.95111585596626
14.75_107.75,preci,All,Yr,0.1529750768551346,3.2551559858118253,0.6203750993123122,2.404172747076122,0.7315369046773132,1.102251846184498,0.9720347245573704,94.91451266940976
14.75_108.25,preci,All,Yr,0.8672770983561452,6.65166782340334,0.1012558087924525,5.552630024786831,0.2615018928614318,0.4479670248918781,4.918212718137241,89.09661445661992
15.25_101.75,preci,All,Yr,2.130182787225765,0.2389689081579986,0.457713410760588,2.8048028963892,1.4111189838814984,0.4705076570712734,0.4385868500685908,87.20315020903455
15.25_102.25,preci,All,Yr,1.674375315415247,0.7958529411020128,0.0759655519255332,1.8897824753545576,0.9529150248826956,0.0203561793920953,0.1181108578239501,65.5960465333693
15.25_102.75,preci,All,Yr,1.318344533691805,0.5065063311519564,0.5859380071808336,1.5862781879074124,0.5958011509937841,0.5606259786331348,0.5473344775257716,58.10002548558992
15.25_103.25,preci,All,Yr,1.207657862405809,0.3745924744694093,0.6359178504714044,1.7478965032798846,0.3395485435330974,0.5406423715769872,1.0200751235455217,62.67941104576185
15.25_103.75,preci,All,Yr,1.0625900367902743,0.5729100237304529,0.623248714447459,1.5128199819049633,0.1176654923647499,0.5778705275652272,1.0219475426999651,72.22615304736067
15.25_104.25,preci,All,Yr,1.3182582060793369,0.303503009570914,0.8745165254684921,1.6903804940036653,0.201320875878965,0.8367216628461546,1.556603030857689,82.52986546929878
15.25_104.75,preci,All,Yr,0.9879819121550296,0.5888056835622903,0.6325422185056104,1.062808981334635,0.1693144922365248,0.5931524764664915,1.7354376584078848,97.56947694589056
15.25_105.25,preci,All,Yr,0.6367387212637579,1.5660359616768451,0.0440523442844811,0.1839190599930745,0.5920765728090548,0.2107141675387734,1.1831588800473472,126.81491814901852
15.25_105.75,preci,All,Yr,0.5776628269317663,0.2044327071275371,0.3811735530945157,0.8783266747556474,1.1178901826540255,0.1622389886911481,1.285821008513362,176.93087523716147
15.25_106.25,preci,All,Yr,0.8395388058264798,4.054633697834963,2.428004432374528,0.2552703196688233,2.356917697122119,1.3867631749585398,8.80791723564058,193.4289933935933
15.25_106.75,preci,All,Yr,0.2282712942337614,1.3029131132276366,0.3954643340567283,0.6407661634594768,1.7280454313246076,0.8688608864421721,1.4373879361108717,144.86901016038527
15.25_107.25,preci,All,Yr,1.1158015864201998,1.959845068096117,3.437971890457077,0.6484443541986913,2.126461675566203,3.523262834655404,0.3159545832232642,92.17476861809553
15.75_101.75,preci,All,Yr,2.47789471237371,0.5120664210501248,0.7100541202996561,2.0394036810485803,0.925501135084556,0.6817599074839723,0.2141911686504396,88.24810713887942
15.75_102.25,preci,All,Yr,2.0405875647709197,0.6137629852418663,0.3709395077971968,1.4651570997518688,0.6497680179909175,0.4660979631403674,0.0880037749814667,59.77778555317694
15.75_102.75,preci,All,Yr,1.5857222591496238,0.4266876343752093,0.7100573144126096,1.3212919803090208,0.4874206946436326,0.7336059564381018,0.7057225346623341,52.73527607026293
15.75_103.25,preci,All,Yr,1.352134013087258,0.2142551031372339,0.8043805839805515,1.4950010012261854,0.2099824734974976,0.8374474795237872,1.6202109952433263,61.55151761109752
15.75_103.75,preci,All,Yr,1.313997228562454,0.3844700007215345,0.8383072712049588,1.3911778235642984,0.0699791143211862,0.8486605456341557,1.6631664680605318,73.09038128843639
15.75_104.25,preci,All,Yr,1.268945879418632,0.487530800981532,0.7213316174183285,1.2604395992064203,0.1330246302193794,0.8953937272723316,1.98229755465153,80.73644392391205
15.75_104.75,preci,All,Yr,0.8783575973996951,0.5364369154972132,0.5349311741816232,0.7507455865342967,0.687600129186487,0.6901639971480382,2.594419074458221,89.47902982359288
15.75_105.25,preci,All,Yr,0.6195312222556156,0.7979875475252458,1.1885133893099755,0.0163364916568714,0.8838897653973361,0.8783582742888046,2.162312769727456,114.65450990058032
15.75_105.75,preci,All,Yr,0.4404665300644936,1.6264873765564791,0.847629711754637,0.93990733832148,1.205071077311204,0.906824553807248,1.4030756253750285,153.72518489261716
15.75_106.25,preci,All,Yr,0.2577246241475051,2.132327088206955,1.7358894119445418,0.8055996778970252,1.388658578355583,0.3319267764403005,0.930600984238464,149.6294021075195
15.75_106.75,preci,All,Yr,0.7589164378254507,1.5649134394994335,2.2112042661974023,0.2335962342873917,2.335634508296531,2.8299261138022853,1.945574647664185,96.4666489543646
16.25_101.75,preci,All,Yr,2.9490519055410163,2.062298047560938,1.1713158103681818,1.9126669285630435,0.9069069790604216,1.1249214595844454,1.996972619853769,80.97670132360832
16.25_102.25,preci,All,Yr,2.4716611942113462,0.2425936205842971,1.2011996963308595,1.5123683847380385,0.7628035809297605,1.3123797522127731,0.2080409525419904,54.05190958274309
16.25_102.75,preci,All,Yr,1.5301021624723026,0.5293559781379354,0.4806726160064635,1.1183070083377988,0.2748053145245873,0.5153766711876134,0.4189073919953606,50.37255104183711
16.25_103.25,preci,All,Yr,1.2934581087339323,0.4463405560247707,0.5174623627137117,1.3693137695048234,0.0493741159773242,0.5514912013849541,1.188436412690653,61.3371751747498
16.25_103.75,preci,All,Yr,1.27376192084271,0.6251866362432703,0.5481275670833047,1.462224050794649,0.2444967292461861,0.7629324560586286,1.6733953699304642,72.85887390466118
16.25_104.25,preci,All,Yr,1.1197772575543612,0.0804680583805813,0.8761839099221916,1.2434440238576627,0.6266487218902954,1.04971888984032,2.900175523575955,75.50265597272912
16.25_104.75,preci,All,Yr,0.7674294399116579,0.2740797485665207,0.9468386056748956,0.6215574176944481,1.2035403148448127,0.7759933797960523,3.082308946255152,81.2452281155688
16.25_105.25,preci,All,Yr,0.5124412070066426,0.8965797507666946,0.0139533111747417,0.2977056125341816,1.5002770987498095,0.377058819924234,2.1001760560017644,106.3144999067414
16.25_105.75,preci,All,Yr,0.6478210751007991,1.5223137859181033,0.3487624466532022,0.5966547229272534,1.3714095540942373,0.5046990850755406,0.5349334934177945,129.73069581951844
16.25_106.25,preci,All,Yr,0.2070050168569647,2.0495491943483386,0.2237446029207991,0.5563075011380055,1.7344696677203553,0.7994646309853388,0.0929823597515835,103.03264219161257
16.25_106.75,preci,All,Yr,0.5020543137463643,0.4494845837405894,0.6977681664414858,1.0098897076071538,2.0651518896174337,0.3702866348826125,0.6724318168154869,78.17061340964982
16.25_107.25,preci,All,Yr,0.1155172288336354,2.3871595258385963,1.353365606912787,3.5610655761392502,1.5860368130120102,1.8503639400796943,2.215832026787535,98.78042465867122
16.75_101.75,preci,All,Yr,3.230648151694938,0.7556932910641074,1.596257624833867,1.3855969611319237,0.5400050254755803,2.0296738653209627,1.2349297242411112,64.53361227796681
16.75_102.25,preci,All,Yr,2.5931070768884945,0.7047731453432786,0.937265244476984,1.1158500571682506,0.416553803604156,0.8190377955188003,0.2441572739488479,48.58690094866805
16.75_102.75,preci,All,Yr,1.7493349414071997,0.1919519311440747,0.4355270819698286,1.1792235809111231,0.1290834511132532,0.5816029492275757,0.972755781807398,48.660319555255
16.75_103.25,preci,All,Yr,1.543692283716283,0.070437672614879,0.4112275927654013,1.7560694644862251,0.1254802660052114,0.6627274722342781,2.51103497102559,59.06997145732583
16.75_103.75,preci,All,Yr,1.282887876427215,0.3669569019762997,0.9374664242171412,1.8757716447390904,0.4965085726015052,1.1078884321624782,3.533852717074553,67.6182403439227
16.75_104.25,preci,All,Yr,1.13296313004928,0.7668195746806533,1.0987082388559213,1.2574142213443626,0.8795276352576842,1.2147623062546704,4.390154338618149,71.35722814702083
16.75_104.75,preci,All,Yr,1.1575829295879991,0.4323888344801201,0.2979199371102441,0.5971245498593969,1.087023733262,0.8186110261893883,2.3938497861158434,83.5764006817432
16.75_105.25,preci,All,Yr,0.809919370000318,0.8035972222781811,0.1981102259694865,0.0103736039896369,1.5718273364791493,0.6960915785186934,1.6838342101550838,108.10993075062136
16.75_105.75,preci,All,Yr,0.4894591987438311,1.8874968129387184,0.3543065248179798,0.1290347193627653,1.8020607101085515,0.1255185131597294,0.3615510861228803,107.92287466591296
16.75_106.25,preci,All,Yr,0.6642172449075204,1.3064160931415925,0.4443084128721019,1.2432467231554485,1.32203505254852,0.0114968819673198,0.5152588817980114,76.57180538927511
17.25_101.75,preci,All,Yr,3.16047104895952,0.2821602072526262,1.0070165224620864,0.8183227627685924,0.1464928776672381,1.3974961011873732,0.0236899236846101,54.03319149930415
17.25_102.25,preci,All,Yr,2.5189230399810176,0.9048443425141952,0.3042805750587661,0.6677118917736614,0.0929200399955805,0.3613323040114751,0.4391080497877152,45.46950883320016
17.25_102.75,preci,All,Yr,1.750668445182603,0.387022898865949,0.0565506598990233,0.6731294264448597,0.4938359426438399,0.4356173381838155,1.4405539389910738,47.68430770552897
17.25_103.25,preci,All,Yr,1.6020899026684985,0.0281624322119503,0.2935245499874945,1.017478891163743,0.6195407882089827,0.6958452038182891,2.3931307828442776,56.40091948381664
17.25_103.75,preci,All,Yr,1.2582304355535745,0.2957131434234222,0.6869090088120645,0.8323057818772903,0.8881303535996855,1.3619665511977412,3.754294845966481,64.88183114033384
17.25_104.25,preci,All,Yr,0.4559673475094455,0.9250802625303352,0.2371940664471286,0.2177800238783883,1.6083518075323076,0.1976073826853521,1.675486218456769,74.73294896603183
17.25_104.75,preci,All,Yr,0.1653958100254116,2.409234936554681,0.8362853850527965,0.8681445107336399,2.1415136083518367,0.4547090909288709,0.7574389271996632,90.30296997842252
17.25_105.25,preci,All,Yr,0.0321683298808374,2.743991749147478,0.9425063891429012,0.6373244625705434,2.499739559909828,0.5429701821721485,1.2197029952822975,96.54480353601122
17.25_105.75,preci,All,Yr,0.7587631540105959,1.428668326194438,0.1491152048604493,0.6047528648145887,1.895733914614699,0.2824901631737206,0.1866833695953115,79.04109112158329
17.25_106.25,preci,All,Yr,0.9357736275166836,0.1257924130682732,0.3631503793754321,2.561017564453846,1.3761393396269677,1.7991132844857454,2.738585158290986,65.1136448793856
17.75_101.25,preci,All,Yr,4.094142499419919,0.0455665046417209,0.301716758625563,0.6160283821366289,0.1869586730749916,0.5002950786388193,1.3575007692729713,59.70928005904617
17.75_101.75,preci,All,Yr,3.1749977900976942,1.002580302781917,0.4445023465870899,0.3472031820742782,0.0373620804627115,0.1996026925271306,0.8510723686993606,49.52506557522395
17.75_102.25,preci,All,Yr,2.3225810882979454,1.5409801046787022,0.0488945893757728,0.0260978687205244,0.5674451212480867,0.3845866379755217,0.7890315631918603,47.15385472761537
17.75_102.75,preci,All,Yr,1.5747883272766172,1.6689205162963656,0.5877031776412545,0.1206945966584764,0.967304688662314,0.2252679646443506,0.5155114024176406,53.27727818363191
17.75_103.25,preci,All,Yr,1.0318220710285688,1.3635391248988888,0.2775390769262382,0.4162175401591875,1.4049455565198794,0.1938043215966312,0.0010213906350487,62.76945887728167
17.75_103.75,preci,All,Yr,0.4344692398902075,2.0506507072906945,0.0497263233153579,0.9125731490355168,1.912093670013218,0.59813432782623,0.736761057819422,75.16901960060903
17.75_104.25,preci,All,Yr,1.031204204315466,3.759659122902719,2.005622599457664,1.8922838063983407,3.1775344245602914,1.4035000973705485,2.1853955332339714,85.80967705429835
17.75_104.75,preci,All,Yr,1.3656420473026625,3.261187737147327,2.019305855311109,2.350986954993772,3.734916572586021,0.8075121804107385,0.0114789321262363,83.90273303064373
17.75_105.25,preci,All,Yr,0.3251425059681456,0.5574910892961431,0.7183794757560669,0.4677892767220992,2.7091894344953142,0.0494573487071499,3.6852146060516375,71.77176600305333
18.25_101.25,preci,All,Yr,4.133364189977806,0.4542996185225442,0.7710718995586462,0.1737385833367944,0.2992831762249921,0.1246564759463726,0.878669587327376,53.16888605478413
18.25_101.75,preci,All,Yr,3.4307717193478044,1.4518805307218496,0.2052939594030594,0.0933575205806891,0.0437605606769482,0.0509540272166977,1.5286871442972012,51.07907674219436
18.25_102.25,preci,All,Yr,2.322760214086909,2.903433258192633,0.63619882159762,0.710878100685107,0.881389357021467,0.1430919402420345,2.1990003758065555,56.15190078608192
18.25_102.75,preci,All,Yr,1.3672765177020545,2.1797473483030774,0.0206774444825376,1.165304180804645,1.7283562238560173,0.4276763487985067,1.0726096053019547,66.46117504396761
18.25_103.25,preci,All,Yr,0.305521262492298,4.120897074906204,0.864561621813499,2.35975204606571,2.9749251408610404,0.2964780454827944,1.5111802765739917,77.83546308917903
18.25_103.75,preci,All,Yr,1.6273311055113768,5.617935339142663,3.1678382611136136,3.4472335990284697,4.084211245029836,2.0707397460797483,4.353901797204626,85.42456259423102
18.25_104.25,preci,All,Yr,1.5634066783437477,3.940324488497784,1.367317873981976,2.3229240694996407,3.735847608540091,0.8401826739562686,0.8966791587472789,79.45417018357843
18.25_104.75,preci,All,Yr,0.4900793490187387,0.5268549322603816,0.0338212050735927,1.181827054985103,2.916703289806416,0.167556882948886,3.8386431170428006,65.63389985061126
18.25_105.25,preci,All,Yr,0.5508867809044291,2.0227847220512816,0.9633963909487266,0.2663118163459543,1.7141792268541307,2.756818108608775,4.841590003635283,62.96629275723208
18.75_101.25,preci,All,Yr,4.5601328895874405,3.049436275523033,3.673518332149728,0.2238079979237467,0.2986436079199228,3.2680500776847703,5.357031061324429,59.81462623387296
18.75_101.75,preci,All,Yr,4.005545277749075,0.8171764445901758,0.5997177041970045,0.0623512269743492,0.1563420333449762,0.6817306365118172,1.6308155892816547,59.48646034074284
18.75_102.25,preci,All,Yr,2.1181626888363625,3.4596255331905983,2.1609107831593146,1.5383273052834252,1.4078827857467888,1.3815737800041623,2.385207761310872,66.0772534113259
18.75_102.75,preci,All,Yr,1.0084283476981817,2.0090178139648294,0.3768672574399507,1.8226285170747567,2.1825528675343056,0.5751479048175153,0.1203882292425709,81.85035145975706
18.75_103.25,preci,All,Yr,0.6616006658189215,2.985356046605132,1.8595699825587757,1.4269319035557777,2.0530679496378164,1.559218755589303,1.8587697193944035,93.67586806172118
18.75_103.75,preci,All,Yr,1.0206073774187825,4.565827596178895,2.983360634351426,2.8709623917356835,3.466506188794685,2.039344373336996,3.404768493517691,89.88873889121857
18.75_104.25,preci,All,Yr,0.2612642389829337,1.4214337035979916,0.8572098212464226,1.1525813658813315,2.3044236571581944,0.1444497025679614,0.5983469101353434,69.22583531064159
18.75_104.75,preci,All,Yr,0.5803405274506337,1.579864785456965,1.9720241844186672,0.3662312421341742,1.6376833620744686,2.558276629627537,2.65073582149698,59.43585236111916
19.25_101.25,preci,All,Yr,4.588481863042559,3.802055873417814,1.514473077969902,0.1218897826405089,0.1277147610225074,1.6739693043914072,6.588729039628055,65.31722778905537
19.25_101.75,preci,All,Yr,4.207523543913335,0.443785777356071,0.285721498250553,0.0212337373573397,0.1423659335725107,0.4105468579665488,1.378076241620339,65.3043714915186
19.25_102.25,preci,All,Yr,2.920588214807017,0.1583192553451664,0.7238032220148976,1.0399300173686925,0.7809234772998619,1.8058394766526047,1.3752189796318104,68.32429237859449
19.25_102.75,preci,All,Yr,2.242278692430561,2.5596997242413746,0.2339035287566263,1.000502467742584,0.9683660913868556,0.7557029732536528,2.501462793414822,77.23208980493749
19.25_103.25,preci,All,Yr,2.1034051506830544,2.2826195996664644,0.8588434908166814,0.5712187955304615,0.6219387279753541,1.3241837653759525,2.945013763188429,85.08367538117237
19.25_99.75,preci,All,Yr,4.966180345228576,0.4887127422317472,0.3514715829204941,0.0424435694864633,0.3987434321962925,0.055653621355503,0.2942664601611254,65.05158088091291
19.75_100.25,preci,All,Yr,4.711845840287325,1.324528474036519,0.2031310544952623,0.8112124767061514,0.067665556190997,0.237954950799306,0.3751157563876932,59.27898932957761
19.75_100.75,preci,All,Yr,4.685030530151258,0.2973576911059441,0.9630618355413826,0.4681143811321038,0.1205560798806736,0.9653939890211756,1.0212103676016622,62.53525831827713
19.75_101.25,preci,All,Yr,4.64683457189085,1.4008258889995129,0.7338645108595954,0.3816537376273599,0.1001765214261384,1.2087727390237792,1.784177341262727,64.55192484755516
19.75_101.75,preci,All,Yr,4.103172786830808,0.7754936193718543,0.4554061432504888,0.5874914619955232,0.0746799243079345,0.5248151748385135,0.8798859486862136,61.338319632556654
19.75_102.25,preci,All,Yr,3.357243048304634,0.0740519614280201,1.3999494096825318,1.136291003813792,0.4670890216930929,1.7099705190446075,0.1817289970807774,56.48662091392491
19.75_102.75,preci,All,Yr,2.390325368294344,0.9668764176569584,0.7408586763628092,1.13053183422902,0.8934802631703072,0.6178384262688795,0.0844316701148361,57.89555030716211
19.75_103.25,preci,All,Yr,1.9156899206608944,0.9288384087653418,0.917361577402238,0.9241168700282736,0.8331957116048463,1.1471174614858335,0.95881051118468,62.47916661441332
19.75_99.25,preci,All,Yr,4.8258855718172775,0.451601584192831,0.220311494955003,0.0070912854455726,0.3993487393555981,0.0512489247434803,0.1790319494241285,72.64280961843139
19.75_99.75,preci,All,Yr,4.464892624246101,1.8788368126782944,1.2406527468024655,1.080489021057095,0.2172712841773735,0.9532555781601428,1.6332920364637706,65.18618740626648
20.25_100.25,preci,All,Yr,4.023327333485198,2.6937484157635114,1.0578964349102018,1.508135688596589,0.7141321880607353,1.1782879534262147,2.521016747134508,64.43905738491732
20.25_100.75,preci,All,Yr,4.209906882895166,1.2980179923874289,0.385169114199175,1.1748795409247508,0.6218745058949552,0.4272026393055612,0.1604499670758168,60.620537994096935
20.25_101.25,preci,All,Yr,4.392822188777918,0.5877196099173372,0.2869197149176792,0.9253374336047658,0.4769739205497088,0.2769480093598188,0.3234754842273502,60.909452268667366
20.25_101.75,preci,All,Yr,3.995970841438639,0.2274264240818547,0.2410399399323251,1.2038365049278577,0.4712656926531934,0.4229611367771422,0.0393703918627954,55.18282154026741
20.25_102.25,preci,All,Yr,3.620926409910784,1.3653575298037144,0.5348722271544418,1.5955276365394238,0.6222477792704963,0.1486859738866118,1.2901526824278842,47.625398927041175
20.25_102.75,preci,All,Yr,2.719481796500451,1.6229074236030638,0.3550021435103138,1.543258141504516,1.034423500484596,0.237162029468433,1.5744529343230829,45.45639344111787
20.25_103.25,preci,All,Yr,2.1260279406648968,1.3358753212002403,0.6587182494955973,1.2142901144906322,1.0500601820639786,0.227742626909558,0.1437409677205092,50.49665601291171
20.25_99.25,preci,All,Yr,4.349679922459667,0.1368829265563095,0.6796923014929992,0.0597640943867676,0.1480575210721352,0.9291155070673692,0.7050861167821306,72.95738446830275
20.25_99.75,preci,All,Yr,4.185477722275078,2.0181913178580566,1.0818569893610976,1.255824086499565,0.4945176395142609,0.3783279143134259,1.5010821701467048,71.99332735228137
20.75_100.25,preci,All,Yr,4.067030595491826,1.821852913857569,0.2166855960178389,1.1988631372157212,0.3891686510169695,0.4770567090224639,2.106854432768804,72.05745261696664
20.75_100.75,preci,All,Yr,3.9348385830297423,1.5525503043516042,0.0906831533849591,1.411392377821801,0.5988714464046127,1.0968705315870275,0.1303114459717648,58.6717649016576
20.75_101.25,preci,All,Yr,3.941683981426569,0.327627189380264,0.3203829549271989,1.4124449697470718,0.7937650287739613,1.0010012699189783,0.7566444590368654,54.52670187366354
20.75_101.75,preci,All,Yr,3.739190850340656,0.4692472751336792,0.6218416007996302,1.37173412162418,0.8253275145177099,0.1356152332095271,0.3419100103810895,54.11521878446467
20.75_102.25,preci,All,Yr,3.48248029746888,1.0574387536140533,0.7007377477941331,1.364632847622112,0.9862384548001344,0.1631487841374728,0.981305562436487,49.68779919301849
20.75_102.75,preci,All,Yr,2.947095787965818,1.4222070860722256,0.2348228819581906,1.2501275328579151,1.12916619531144,0.5260620328389787,1.1340063894260035,45.002617360125306
20.75_103.25,preci,All,Yr,2.275629219914245,0.3890715348849343,0.9755833561236008,1.4240792785026806,1.3992753977512848,0.6651862949131317,0.7373643346264875,44.953563818963865
20.75_99.75,preci,All,Yr,4.396013678421817,0.3804326310629977,0.0513024416979889,0.666630301996769,0.10384229957851,1.8476017366349424,0.7514275526600362,77.70709015318684
21.25_100.25,preci,All,Yr,4.102715236974999,0.8909107664911278,1.4275682011574538,0.9477580657896182,0.0716402698001971,0.6414491732462342,1.2040599636628342,71.98090208749895
21.25_100.75,preci,All,Yr,3.888530318669989,1.2310327102672476,0.7743284012275229,1.3289751445949267,0.2634822087765181,1.044259520354078,0.9545220643959426,56.67021271885808
21.25_101.25,preci,All,Yr,3.65574056447116,0.747344339182733,0.0266397340191634,1.5029037511770809,0.7198562744081192,0.6511433884324065,0.1745550075481581,50.87987733017465
21.25_101.75,preci,All,Yr,3.482511932578561,0.525904244899428,0.0834368630811351,1.449661528230617,1.009101742248156,0.1047229764999741,0.4273604839206069,53.117101314591736
21.25_102.25,preci,All,Yr,3.307448492147955,1.0005491098310817,0.5855787860089133,1.3001900108409712,1.248422904242026,0.693023254367299,0.5481341393464583,52.50234227722754
21.25_102.75,preci,All,Yr,2.6713678338962725,1.53989503908839,0.1994309958926726,1.4309455642517963,1.585083469443932,0.1386075995194857,1.0233261113123124,48.86656821556876
21.25_99.75,preci,All,Yr,4.245538859502191,0.6989739075144544,2.193903158971124,0.4809328578182252,0.2184062762890454,2.4715159680972376,1.0258012695494385,76.01948903698107
21.75_100.25,preci,All,Yr,3.236362168064121,0.8303916142726305,0.4553411402731956,0.9840904722250908,0.0256529111505051,0.5293520541930307,0.1680799245040972,62.21281173299268
21.75_100.75,preci,All,Yr,3.361161109793132,0.8362794675429369,0.7308942389414139,1.1442284932202085,0.0918545041069183,0.903375777532729,1.2812691680620991,54.63350955382455
21.75_101.25,preci,All,Yr,3.319476739870762,1.259876602652121,0.532084333493921,1.2168538777662994,0.3752293172757479,0.4805546787479755,0.991869348868518,49.41651915360698
